Keyword,Title,Address,Category,Latitude,Longitude,Phone Number
"Agrovets in Kiambu, Kenya",Omagro Agrovet & Animal Feed,"VJPR+WXQ, Rongai Road, Off Kiambu Road",Agrochemicals supplier,-1.1126662,36.6424908,0724 352247
"Agrovets in Kiambu, Kenya",Juja Farm Agrovet,"Ground Floor, Goba Plaza, Gatundu-Juja Road",Agrochemicals supplier,-1.1061188,37.014942,0707 509964
"Agrovets in Kiambu, Kenya",Greenland agrovet,Karura,Veterinarian,-1.1938186,36.7315839,0728 727181
"Agrovets in Kiambu, Kenya",PRUNERVET CENTRE,"V2V7+XV3, Unnamed Road",Veterinary pharmacy,-1.1051201,37.0146681,0790 487883
"Agrovets in Kiambu, Kenya",AGRIGUARD Agrovet,Mondlane St,Agrochemicals supplier,-1.2830722,36.823876,0703 297837
"Agrovets in Kiambu, Kenya",Wakulima Agrovet,QWV9+JCR,Veterinary care,-1.205888,36.9185018,0718 283648
"Agrovets in Kiambu, Kenya",PINE FARMERS CENTRE- AGROVET,"NOT APPLICABLE, Utawala Complex, Eastern Bypass",Agrochemicals supplier,-1.2808833,36.9642521,0700 343531
"Agrovets in Kiambu, Kenya",Nikifarmcare E A Ltd,"Starehe, Barot House, Kijabe St",General store,-1.2782927,36.8196975,020 8098171
"Agrovets in Kiambu, Kenya",NIKIFARM AGROVET SUPPLIES,Veterinarian,Veterinarian,-1.279432,36.826318,020 2244525
"Agrovets in Kiambu, Kenya",Sunton Agrovet And Animal Feeds And Chicks,"QWCC+2R8, Kasarani Mwiki Rd",Veterinary pharmacy,-1.229962,36.9220804,0707 314131
"Agrovets in Kiambu, Kenya",Farmers Trend Limited,Eastern Bypass,Agricultural service,-1.1695342,36.9702305,0790 509684
"Agrovets in Kiambu, Kenya",Farvet Animal Feed Centre,"Goshen Gardens, Block B, Kasarani Mwiki Rd",Animal feed store,-1.2170228,36.8953518,0791 226344
"Agrovets in Kiambu, Kenya",Kilimo Central Agrovet,Market Road Githunguru Duruma Rd,Veterinary care,-1.283821,36.8300316,0723 961898
"Agrovets in Kiambu, Kenya",Limuru Dawa Agrovet,Off Kiambu Rd,Agrochemicals supplier,-1.1090088,36.6417618,0722 285976
"Agrovets in Kiambu, Kenya",SHAMBA AGROVET,"KOMBO MUNYU,Eastleigh North",Farm equipment supplier,-1.2706541,36.846857,020 6762537
"Agrovets in Kiambu, Kenya",Kulima Agrovet Centre,PR6H+H88,Agricultural service,-1.2885765,36.8283297,0789 365373
"Agrovets in Kiambu, Kenya",AECARE AGROVET LTD,"Nairobi, CBD Mfangano street",Agrochemicals supplier,-1.2875561,36.8285822,0724 933554
"Agrovets in Kiambu, Kenya",JANAM AGROVET & VETERINARY SERVICES.,Veterinary pharmacy,Veterinary pharmacy,-1.2210229,36.7141068,0758 185107
"Agrovets in Kiambu, Kenya",Wakulima Agro - Vet,"PPP9+GJQ, Uthiru Shopping Centre, Naivasha Rd",Agricultural service,-1.2636629,36.7191095,0725 580701
"Agrovets in Kiambu, Kenya",Mkulima AgroVet,"PMVW+C3V, Waiyaki Way, A104",Agrochemicals supplier,-1.2563787,36.6951603,0722 659982
"Agrovets in Kiambu, Kenya",B-Plan AGROVET,"PW93+4C4, Kayole Spine Rd",Veterinary care,-1.2822443,36.9035779,0710 535950
"Agrovets in Kiambu, Kenya",3 Hearts Agrovet,Amazing Grace Apartment,Veterinary pharmacy,-1.1961414,36.7812124,0111 717355
"Agrovets in Kiambu, Kenya",Rahisi Agrovet & Hardware,"RQG5+WCF, Banana, Banana Raini Rd",Hardware store,-1.1726851,36.758553,0722 283650
"Agrovets in Kiambu, Kenya",Joyland Agrovet,"RQG3+FVP, Kanunga Kiambaa Rd",Agrochemicals supplier,-1.1737973,36.7546926,0720 850456
"Agrovets in Kiambu, Kenya",NAWESO AGROVET,,Agrochemicals supplier,-1.2645935,36.7461164,0754 144899
"Agrovets in Kiambu, Kenya",Kiambu vertinary,"RRGM+H2Q, Kiambu Rd",Veterinary care,-1.1735292,36.8326032,0713 486250
"Agrovets in Kiambu, Kenya",Fair Deal Agrovet,Gitaru Mwimuto Road Wamakumi Corner House 2013 Kabete,Veterinarian,-1.2195933,36.712808,0722 298181
"Agrovets in Kiambu, Kenya",DIGICOW AFRICA LTD,Agricultural service,Agricultural service,-1.2270262,36.7276046,0743 162518
"Agrovets in Kiambu, Kenya",Annex Agrovet & Veterinary Clinic,"Ushirika Centre, Karuri Limuru Rd",Veterinarian,-1.1090453,36.6423317,0716 384602
"Agrovets in Kiambu, Kenya",RuaiI Agrovet,off kangundo Ruai,Agrochemicals supplier,-1.26735,36.989723,0720 063063
"Agrovets in Kiambu, Kenya",Agrichem And Tools Ltd,"Winsford Industrial Park, Baba Dogo Rd",General store,-1.245425,36.884418,020 2642115
"Agrovets in Kiambu, Kenya",Trinity Agrovet and veterinary services,"00218 Ngecha, NGECHA - KABUKU Rd",Veterinary pharmacy,-1.1698109,36.6674917,0718 399537
"Agrovets in Kiambu, Kenya",Omega Agrovet,"Karuri Ondiri Building, Kikuyu",Animal hospital,-1.2452599,36.6638519,0722 756384
"Agrovets in Kiambu, Kenya",Kilimo Vetcare,"Ground Floor, Kikuyu Guest House, Near P. C. E. A, Off Kikuyu - Nderi Road",Agrochemicals supplier,-1.244493,36.6638838,0720 781872
"Agrovets in Kiambu, Kenya",Kenagro Suppliers Ltd,"Greenvalley Estate, Along Ruiru Eastern Bypass (CORNER STAGE",Agrochemicals supplier,-1.1877363,36.9986322,0725 538297
Agrovets in Kakamega County,Orijo Agrovet,Ingotse-Matiha,Agricultural service,0.2824495,34.7501963,0719 233307
Agrovets in Kakamega County,Imani Agrovet,7QP4+MFG,Agrochemicals supplier,0.2866961,34.7561908,0722 717581
Agrovets in Kakamega County,Siberian Agrovet,LURAMBI Kakamega Township,Agrochemicals supplier,0.2951461,34.7633907,0723 769305
Agrovets in Kakamega County,Kot Agrovet,Sudi Road Kakato Kakamega Township,Store,0.2848787,34.7540448,0720 516367
Agrovets in Kakamega County,Pregen Maraba Agrovet,Maraba,Agrochemicals supplier,0.2910669,34.7477647,0705 318102
Agrovets in Kakamega County,Anga Agrovet,7PJG+F9R,Agrochemicals supplier,0.2812283,34.725883,0702 248670
Agrovets in Kakamega County,Dixa agrovet ltd,CANON AWARI,Agricultural service,0.2834775,34.7511629,0701 743644
Agrovets in Kakamega County,Animalia Agrovet,Ingotse-Matiha,Agricultural service,0.2864618,34.7542239,0721 803994
Agrovets in Kakamega County,LINGO FARM AGROVET,"7PJW+RG8, C40",Veterinary care,0.2820431,34.7463168,0724 503093
Agrovets in Kakamega County,MULTIDOSH AGROVET SUPPLIES,"Moi avenue st,Sheywe",General store,0.2992441,34.7447298,0724 234246
Agrovets in Kakamega County,Lugano West Agrovet,Ingotse-Matiha,Agricultural service,0.2822733,34.7482301,0784 977915
Agrovets in Kakamega County,Amakobe Agrovet,IKOLOMANI Lurambi Sub County,Agrochemicals supplier,0.2827307,34.7518631,0722 174955
Agrovets in Kakamega County,Noel Agrovet,7QV7+GC,Agrochemicals supplier,0.2938462,34.7634954,0738 237963
Agrovets in Kakamega County,Lelar Agrovet,Lurambii Kakato,Store,0.2672785,34.7586896,0745 674939
Agrovets in Kericho County,Tropical Farmers Agrovet Ltd,Kericho Rd,Agrochemicals supplier,-0.3705728,35.2832281,0740 522124
Agrovets in Kericho County,Tulwet Farmers Agrovet Limited,"Opposite Kenya Water and Sanitation Company, Temple Rd",Agrochemicals supplier,-0.298346,35.2697802,0722 495294
Agrovets in Kericho County,Kuresoi Agrovet,"Kuresoi Center, on your way Kericho Kuresoi Kuresoi",Agrochemicals supplier,-0.2996425,35.5293544,0729 144305
Agrovets in Kericho County,Barsumei Agrovet Services,"J7MM+477, Isaac Salat Rd",Veterinary care,-0.3672176,35.2831718,0723 109773
Agrovets in Kericho County,Gifttown Agrovet,Kericho at Roret market,Veterinary pharmacy,-0.3691542,35.2857281,0769 456937
Agrovets in Kericho County,Young Farmers Agrovet,PFVH+MCH,General store,-0.2558083,35.4786039,0725 075275
Agrovets in Kericho County,Tropical Farmers Agrovet-Litein,Agrochemicals supplier,Agrochemicals supplier,-0.5864178,35.1910638,0756 522124
Agrovets in Kilifi County,Masimba Agrovet Ltd,"PWF5+4C6, Opposite Mama Villa, After Masimba Bus Stage, Kayole Spine Rd",Agrochemicals supplier,-1.2772066,36.9085091,0721 794880
Agrovets in Kilifi County,Kasarani Agrovet online deliveries Nairobi,"Goshen Gardens, Block B, Off Kasarani Mwiki Rd",Animal feed store,-1.2170228,36.8953518,0791 226344
Agrovets in Kilifi County,Tumaini Agrovet,HRW4+XGF,Animal feed store,-1.402569,36.806302,0724 447756
Agrovets in Kilifi County,Ciira Agrovet Supplies Limited,"PR9F+PV, Keekorok Rd",Agricultural service,-1.2807645,36.8244836,0713 483593
Agrovets in Kilifi County,Jumbo Agrovet Limited,"Lotus House, Hailes Selassie",Agrochemicals supplier,-1.2885866,36.8284003,0722 510291
Agrovets in Kisii County,Josemo Agrovet,Hospital road,Agrochemicals supplier,-0.6773215,34.7795459,0702 102066
Agrovets in Kisii County,Ciira Agrovet Supplies Limited,"PR9F+PV, Keekorok Rd",Agricultural service,-1.2807645,36.8244836,0713 483593
Agrovets in Kisii County,Stans Agrovet Distributors,"8QHC+954, Opposite Safaricom Center, Kisii Along, Moi Avenue",Agrochemicals supplier,-0.6716199,34.7704648,0729 972469
Agrovets in Kisii County,Adams Agrovet,8QX2+HR9,Animal feed store,-0.651095,34.7520956,0715 798855
Agrovets in Kisii County,RACHZAB AGROVET,7V3P+MPQ,Agrochemicals supplier,-0.7457762,34.8868744,0725 994893
Agrovets in Kisii County,Jumbo Agrovet Limited,"Lotus House, Hailes Selassie",Agrochemicals supplier,-1.2885866,36.8284003,0722 510291
Agrovets in Kisii County,Fame Agrovet,40200 Kisii - Kilgoris Rd,Agrochemicals supplier,-0.931409,34.8407988,0700 455353
Agrovets in Kisii County,Lukenya Agrovet Supplies Ltd,"after Namanga Road, Mombasa Road",Agricultural service,-1.4354939,36.9729539,0712 001141
Agrovets in Kisii County,Online Virtual Agrovet,Agricultural service,Agricultural service,0.1545604,37.9083314,0752 452939
Agrovets in Kisii County,Erida Agrovet,"Kisii- Keroka, road",Agrochemicals supplier,-0.777133,34.9458001,0716 419497
Agrovets in Kisii County,Timchem Agrovet,"kisii-keroka highway,opposite keroka Police station ichuni",Animal feed store,-0.7779672,34.9466186,0724 760063
Agrovets in Kisii County,Lenana Agrovet-Kitengela,Kitengela Kajiado East,Arborist service,-1.451789,36.978099,0718 575202
Agrovets in Kisii County,Anipro Feeds & Agrovet.,Nyaribari Chache,Agrochemicals supplier,-0.673763,34.771479,0710 825911
Agrovets in Kisii County,Skywizy Agrovet,"Tabaka,Riosiri, Rongo - Kisii Rd",Agrochemicals supplier,-0.6045584,34.7453333,0720 003022
Agrovets in Machakos County,Masimba Agrovet Ltd,"PWF5+4C6, Opposite Mama Villa, After Masimba Bus Stage, Kayole Spine Rd",Agrochemicals supplier,-1.2772066,36.9085091,0721 794880
Agrovets in Machakos County,Muthetheni Agrovet,"F7H9+VX9, Near Co - Operative Bank, Syokimau Ave",Agrochemicals supplier,-1.5203402,37.2699726,0717 770223
Agrovets in Machakos County,Jumbo Agrovet Limited,"Lotus House, Hailes Selassie",Agrochemicals supplier,-1.2885866,36.8284003,0722 510291
Agrovets in Machakos County,CAPITAL AGROVET,QWVJ+F7Q,Veterinary pharmacy,-1.206288,36.9307328,0725 264953
Agrovets in Machakos County,Farm Care Agrovet,"F7J9+8H4, Ground Floor, Shanbad House, Off Machakos Wote Road",Animal feed store,-1.519237,37.2689449,0726 248347
Agrovets in Machakos County,Sephkim Agrovet,"F7J9+8HM, Ground Floor, Shanbap House, Off Machakos Wote Road",Animal feed store,-1.5191717,37.2689103,0722 687664
Agrovets in Machakos County,KUZA AGROVET,Haile Selassie Ave,Agrochemicals supplier,-1.2880543,36.8293241,0759 896408
Agrovets in Machakos County,Riziki Agrovet,"F7HC+W79, Near Masaku Market, Ngei Road",Agrochemicals supplier,-1.5202036,37.2707316,0720 884078
Agrovets in Machakos County,Micmos Agrovet and Animal feeds,"Thindigwa, Kiambu Rd",Animal feed store,-1.201234,36.8348476,0708 795373
Agrovets in Machakos County,Githurai 45 Agrovet,Mwihoko Rd,Hay supplier,-1.2080962,36.9261452,0798 395262
Agrovets in Machakos County,Unique Agrovet Supplies,New,Animal feed store,-1.2491426,36.9426146,0791 226344
Agrovets in Machakos County,Agro-Pests Solutions Agrovet (Githurai branch),45 Thika Rd,Agrochemicals supplier,-1.2070373,36.9150568,0792 400331
Agrovets in Machakos County,Lukenya Agrovet Supplies Ltd,"after Namanga Road, Mombasa Road",Agricultural service,-1.4354939,36.9729539,0712 001141
Agrovets in Machakos County,Mwiki Agrovet,"Shop No 20, Matatu Stage, Next To Mwiki Police Station, Kangundo Rd",Agrochemicals supplier,-1.2359729,36.9353572,0725 264953
Agrovets in Machakos County,SHAMBA AGROVET,"KOMBO MUNYU,Eastleigh North",Farm equipment supplier,-1.2706541,36.846857,020 6762537
Agrovets in Machakos County,Vetplan Agrovet Kenchic Agent,JWJQ+4FJ,Veterinary care,-1.3696688,36.9386382,0728 355005
Agrovets in Machakos County,Kasarani Agrovet online deliveries Nairobi,"Goshen Gardens, Block B, Off Kasarani Mwiki Rd",Animal feed store,-1.2170228,36.8953518,0791 226344
Agrovets in Machakos County,Waikiki Agrovet Supplies,"VX26+G9C, Ground Floor, Bushgate Towers, Railways Street, Ruiru, Ruiru Kamiti Road",Agrochemicals supplier,-1.1486989,36.9608933,0710 652867
Agrovets in Machakos County,Limuru Agrovet Suppliers,"Njengi Plaza, Rongai Market Rd",Arborist service,-1.2836681,36.8248773,0714 328322
Agrovets in Machakos County,Mwiki Agrovet,"Shop No 20, Matatu Stage, Next To Mwiki Police Station, Kangundo Rd",Agrochemicals supplier,-1.2359729,36.9353572,0725 264953
Agrovets in Machakos County,NAWESO AGROVET,,Agrochemicals supplier,-1.2645935,36.7461164,0754 144899
Agrovets in Machakos County,FAMAKEYA AGROVET CENTRE LTD,Agricultural service,Agricultural service,-1.1478271,36.9609262,0722 555637
Agrovets in Machakos County,Agro-Pests Solutions Agrovet (Githurai branch),45 Thika Rd,Agrochemicals supplier,-1.2070373,36.9150568,0792 400331
Agrovets in Machakos County,Nguzo Agrovet Limited Nairobi,"Kilimabogo House, Haile Selassie Avenue",Agrochemicals supplier,-1.2880604,36.8294039,0701 004488
Agrovets in Machakos County,Githurai 45 Agrovet,Mwihoko Rd,Hay supplier,-1.2080962,36.9261452,0798 395262
Agrovets in Machakos County,Asal Agro - Vet,"F7H9+MG7, Mdcli Garrage, Syokimau Road, Makutano - Kitui Rd",Veterinary care,-1.5208459,37.2688074,0720 496858
Agrovets in Machakos County,Waikiki Agrovet Supplies,"VX26+G9C, Ground Floor, Bushgate Towers, Railways Street, Ruiru, Ruiru Kamiti Road",Agrochemicals supplier,-1.1486989,36.9608933,0710 652867
Agrovets in Machakos County,Bonnie Agrovet Shop,Agrochemicals supplier,Agrochemicals supplier,-1.2134096,36.9049005,0792 696104
Agrovets in Machakos County,Ha - Grigaca Agrovet Inputs Wangige,QPH7+XJ2,Agrochemicals supplier,-1.2201249,36.7140043,0721 939811
Agrovets in Machakos County,Mifugo Agrovet centre,Haile Selassie Ave,Agrochemicals supplier,-1.2882678,36.828985,0757 057376
Agrovets in Machakos County,Progressive Agrovet,"QWRG+QCF, Miski House, Progressive, Off Thika Road",Agrochemicals supplier,-1.2080624,36.9260373,0722 657487
Agrovets in Machakos County,Ciira Agrovet Supplies Limited,"PR9F+PV, Keekorok Rd",Agricultural service,-1.2807645,36.8244836,0713 483593
Agrovets in Machakos County,Kulima Agrovet Centre,PR6H+H88,Agricultural service,-1.2885765,36.8283297,0789 365373
Agrovets in Machakos County,Wibiliv Wakulima Mashinani Agrovet,"Richmond House, Mfangano St",Agricultural service,-1.2866874,36.8275651,0724 035888
Agrovets in Machakos County,Juja Farm Agrovet,"Ground Floor, Goba Plaza, Gatundu-Juja Road",Agrochemicals supplier,-1.1061188,37.014942,0707 509964
Agrovets in Machakos County,Njambi Agrovet Kayole Junction Kangundo Rd.,Kangundo Rd,Agrochemicals supplier,-1.268673,36.9931346,0758 262636
Agrovets in Machakos County,Tumaini Agrovet,"Makueni County, Kikikima Town, Near Mutitos Secondary SDA",Agrochemicals supplier,-1.3406537,36.913127,0714 379838
Agrovets in Machakos County,"Farmers World Limited-(Agrovet), Nairobi","Globe Business Center, Slip road/Kijabe Street",Agricultural service,-1.2789934,36.82042,0719 535345
Agrovets in Machakos County,RuaiI Agrovet,off kangundo Ruai,Agrochemicals supplier,-1.26735,36.989723,0720 063063
Agrovets in Machakos County,Excel Agrovet,"JW4Q+HXW, Mlolongo Stage YaJuli, Mombasa Road",Agrochemicals supplier,-1.3935139,36.9399582,0724 729059
Agrovets in Machakos County,Gratia Poultry Farm & Agrovet,Mwihoko Rd,Agrochemicals supplier,-1.2051317,36.918073,0712 749425
Agrovets in Machakos County,Green Hill Agrovet,"VX23+WJ9, Opposite Ruiru Sub - County Market, Off Ruiru Kamiti Road",Agrochemicals supplier,-1.1477182,36.9540996,0723 939407
Agrovets in Machakos County,Felison Agrovet,"Ann's arcade, Karuri Kiambu Rd",Animal hospital,-1.173178,36.8313286,0729 223746
Agrovets in Machakos County,Skylab Cropcare Limited/ Agrovet,"Shop No. G3/ G4, Ground Floor, Shepherd Arcade, Racecourse Rd.",Hardware store,-1.28563,36.830521,0725 881199
Agrovets in Machakos County,Co-op Kwa Jirani Discovery Agrovet Supplies,St.Annes Kiboko Secondary School,Bank,-1.2171166,36.8909121,0722 597780
Agrovets in Machakos County,VETMA AGROVET,Veterinarian,Veterinarian,-1.3077989,36.9034356,0790 079326
Agrovets in Machakos County,Carefarm Agrovet ruaka square,Limuru Rd,Agricultural service,-1.206174,36.7819658,0707 352247
Agrovets in Machakos County,Nexus Agrovet and Veterinary Services,Mwihoko Road,Agrochemicals supplier,-1.20617,36.9583438,0726 080190
Agrovets in Machakos County,QAVAH ANIMAL FEEDS AND AGROVET.,Kagwathi road mihango utawala,Animal feed store,-1.2852839,36.9507092,0720 693839
Agrovets in Machakos County,TWI HAMWE AGROVET,"Kiambu road, Thindigua, High view plaza, NEXT TO RUBIS PETROL STATION",Agricultural service,-1.1971465,36.8368341,0763 555561
Agrovets in Machakos County,Sunton Agrovet And Animal Feeds And Chicks,"QWCC+2R8, Kasarani Mwiki Rd",Veterinary pharmacy,-1.229962,36.9220804,0707 314131
Agrovets in Machakos County,Guelph Enterprise Agrovet,"PR9G+6FG, River Rd",Agricultural service,-1.281934,36.8262094,0722 746311
Agrovets in Machakos County,UNITY AGROVET NDENDERU,"NDENDERU MARKET CHIEFS OFFICE, LINK",Agrochemicals supplier,-1.1942299,36.7463369,0724 143253
Agrovets in Machakos County,JANAM AGROVET & VETERINARY SERVICES.,Veterinary pharmacy,Veterinary pharmacy,-1.2210229,36.7141068,0758 185107
Agrovets in Machakos County,Farmcare Agrovet Juja,Mucatha Rd,Agrochemicals supplier,-1.1025381,37.0136449,0748 098408
Agrovets in Machakos County,Kamuka Agrovet,"RW82+R39, Kahawa West, Along plaza Road Off Kahawa Station Road",Animal feed store,-1.1829655,36.9002326,0720 728333
Agrovets in Machakos County,Wikare Agrovet & Allied Services,Eastern By Pass,Agrochemicals supplier,-1.1601576,36.9410291,0720 754938
Agrovets in Machakos County,DIGITALAGROVET.KE,16652,Veterinarian,-1.1960816,36.9315466,0704 454609
Agrovets in Machakos County,Nikifarmcare E A Ltd,"Starehe, Barot House, Kijabe St",General store,-1.2782927,36.8196975,020 8098171
Agrovets in Machakos County,Baraka Agrovet,Githunguri kwa Maiko highway,Agrochemicals supplier,-1.0919091,36.8644312,0731 569046
Agrovets in Machakos County,Bondeni Agrovet,"QWV9+JV8, mwihoko kiriri road",Animal feed store,-1.2059657,36.9196884,0725 649101
Agrovets in Machakos County,B-Plan AGROVET,"PW93+4C4, Kayole Spine Rd",Veterinary care,-1.2822443,36.9035779,0710 535950
Agrovets in Machakos County,Kilimo Central Agrovet,Market Road Githunguru Duruma Rd,Veterinary care,-1.283821,36.8300316,0723 961898
Agrovets in Machakos County,Jaymaish Pet shop & Agrovet Ruaka Runda,Pet store,Pet store,-1.2082384,36.7874903,0702 745381
Agrovets in Machakos County,Lessos Agrovets,"Kapsabet main Street, Next To Baraton Building",Agrochemicals supplier,-1.2720571,36.8141827,0712 046859
Agrovets in Machakos County,Mkulima AgroVet,"PMVW+C3V, Waiyaki Way, A104",Agrochemicals supplier,-1.2563787,36.6951603,0722 659982
Agrovets in Machakos County,NIKIFARM AGROVET SUPPLIES,Veterinarian,Veterinarian,-1.279432,36.826318,020 2244525
Agrovets in Machakos County,Carefarm Agrovet ruaka,Ruaka rs opposite cleanshelf supermarket KE,Veterinary pharmacy,-1.2064485,36.7845207,0722 203578
Agrovets in Machakos County,AGRIGUARD Agrovet,Mondlane St,Agrochemicals supplier,-1.2830722,36.823876,0703 297837
Agrovets in Machakos County,Utawala Agrovet Supplies,Utawala Utawala Embakasi East,Agrochemicals supplier,-1.2889226,36.9723733,0723 870386
Agrovets in Machakos County,AECARE AGROVET LTD,"Nairobi, CBD Mfangano street",Agrochemicals supplier,-1.2875561,36.8285822,0724 933554
Agrovets in Machakos County,Ibex Agrochem,Ruiru Next to Railway Station,Agrochemicals supplier,-1.1490616,36.9608697,0791 151728
Agrovets in Machakos County,Wakulima Agrovet,QWV9+JCR,Veterinary care,-1.205888,36.9185018,0718 283648
Agrovets in Machakos County,Sunrise Agro-Vet,3rd Sunrise Avenue,Veterinary pharmacy,-1.1675447,36.9683983,0722 684997
Agrovets in Machakos County,Goodwish Agrovet,Kiambu Rd,Veterinarian,-1.1618962,36.8219568,0722 243563
Agrovets in Machakos County,Grada Agrovet (Ruiru Farmers Centre),Ruiru Kamiti Road,Agrochemicals supplier,-1.1477606,36.9610175,0722 436216
Agrovets in Machakos County,Savannah Agrovet & Hatchery Equipment,"Information House, Mfangano Street Shop D-8",Agricultural service,-1.2872008,36.8281445,0722 362981
Agrovets in Meru County,Mapema Agrovet,Main Stage,Animal feed store,0.0514721,37.6456042,0722 147558
Agrovets in Meru County,Boston Agrovet,3J5V+G7 Meru 3J5V+G7 Meru,Agrochemicals supplier,0.0588125,37.6431875,0702 813225
Agrovets in Meru County,Kianjai Agrovet,"5P6W+WQ5, Meru-Maua Stage",Agricultural service,0.1622565,37.7469981,0727 162966
Agrovets in Meru County,Farmlink Enterprises-Meru,"2MX4+32V, Opp Paramount Hotel Tom Mboya St Meru,Igembe East Tom Mboya St Meru Igembe Central Igembe",Agricultural service,0.0477338,37.6550472,064 30418
Agrovets in Meru County,Northland Farmers Agrovet,,Agrochemicals supplier,0.0114891,37.0752194,0722 661338
Agrovets in Meru County,Farmers Centre Limited Meru,Njuri Ncheke,Agrochemicals supplier,0.0467935,37.653003,0708 499936
Agrovets in Meru County,Mwihoko Agrovet,Nyeri - Nanyuki Rd,Agricultural service,0.000141,37.0705035,0720 662465
Agrovets in Meru County,Kim's Agrovet,makutano,General store,0.0521587,37.6466771,0741 290049
Agrovets in Meru County,Blue Valley Agrovet,7G9X+RRF,Agrochemicals supplier,0.2695558,37.5495593,0727 984368
Agrovets in Meru County,Polyn Agrovet Enterprises,3J5V+G7 Meru 3J5V+G7 Meru,Agrochemicals supplier,0.0588125,37.6431875,0710 298826
Agrovets in Meru County,USHINDI AGROVET.STORES,,Agricultural service,-0.1006466,37.7933724,0725 901753
Agrovets in Meru County,Farmland agrovet and hardware,VQVJ+6F8,Agrochemicals supplier,-0.1069679,37.7811985,0724 925452
Agrovets in Meru County,KIWA Wakulima Agrovet,"Wakulima, C92",Agricultural service,-0.1078736,37.78118,0711 832167
Agrovets in Meru County,Hope farm agrovet nanyuki,Irura road,Agricultural service,0.0018551,37.074024,0768 855262
Agrovets in Meru County,Runyenjes Kilimo Bora Agrovet,"Market, Meru - Nairobi Hwy",Agricultural service,-0.4235149,37.5706824,0724 574585
Agrovets in Meru County,NJENDI FARMCARE AGROVET,"WJ9W+XHW, Nyeri nyahururu highway Makutano Canaan",Agrochemicals supplier,-0.080023,36.6464588,0713 994170
Agrovets in Meru County,Aden Agrovet,138c B5,Store,-0.3278864,36.9052436,0715 966980
Agrovets in Meru County,Marubi Agrovet,"Maru B Court Building, Gakere Road",Agrochemicals supplier,-0.422492,36.9514353,0721 534681
Agrovets in Meru County,Endochem Agrovet,Karima Nyeri,Farm equipment supplier,-0.4140734,36.9504038,0712 085605
Agrovets in Meru County,Farmers friend agrovet,HCC6+8QV,Agrochemicals supplier,-0.4291273,37.4119368,0708 200255
Agrovets in Meru County,Meru Veterinary Centre,"Meru maua road, opposite shell",Farm shop,0.0566903,37.6429034,0705 486349
Agrovets in Meru County,Ranalo Agrovet,Ragengni West Uyoma,Agrochemicals supplier,-0.2674689,37.3110816,0746 183795
Agrovets in Meru County,Spur Agrovet,Juakali,Agrochemicals supplier,0.1292639,37.0299081,0729 241843
Agrovets in Meru County,fragnes agrovet,3GR9+PRX,Agrochemicals supplier,0.0918595,37.5196113,0716 728534
Agrovets in Meru County,Jofarm Veterinary Services & Vet on call,Veterinary pharmacy,Veterinary pharmacy,-0.4272159,36.9510722,0705 919232
Agrovets in Meru County,Britsol Agrovet,Embu 60100 Runyenjes Kawanjara Kawanjara junction,Agricultural service,-0.4711171,37.5575784,0727 295026
Agrovets in Meru County,Sagada Agrovet Nyeri,Agrochemicals supplier,Agrochemicals supplier,-0.4213735,36.9511863,0722 813891
Agrovets in Meru County,Nosidan Agrovet,"Nanyuki Lumumba Rd Baraka Bldg, Laikipia East",Business administration service,0.017124,37.075263,062 2031184
Agrovets in Meru County,Tumbura Agrovet,Agrochemicals supplier,Agrochemicals supplier,-0.045439,37.9259339,0711 265762
Agrovets in Meru County,Jobez Agrovet,Bisam Street West Mugirango,Animal feed store,-0.023559,37.906193,0732 407427
Agrovets in Meru County,BARAKA APEX AGROVET,Gatunga,Agrochemicals supplier,-0.101911,38.0049462,0727 130864
Agrovets in Meru County,Co-op Kwa Jirani Susan Maikuma Nasimiyu T/ A Star Agrovet,"Piru Building, Samburu",Bank,0.37,37.57,0724 309493
Agrovets in Meru County,USHINDI AGROVET,5Q2Q+52Q,Agrochemicals supplier,0.1504729,37.7876155,0727 984368
Agrovets in Meru County,Fugalima centre,Kimath Way Biashara Bldg Next to Shell Nyeri Town,Agricultural service,-0.4220066,36.9527363,0722 822143
Agrovets in Meru County,Ruiri Farmers Centre,5M35+Q4F,Veterinary pharmacy,0.1544426,37.6577979,0727 984368
Agrovets in Meru County,MAVUNO FARMERS (saddam),Gakurwene,Agrochemicals supplier,-0.0052055,37.5915471,0714 062166
Agrovets in Meru County,Jozi Agrovet,"Nyaribari chache, Menyinkwa Street nyamonewa mixed sec school",Agrochemicals supplier,-0.0239452,37.905678,0769 729799
Agrovets in Meru County,"Co-op Kwa Jirani Jackson Wangombe Wangai T/ A, Endarasha Farmcare Agrovet","Endarasha Town, Opposite Endarasha Farmers Society, Langata",Bank,-0.41,36.95,0728 114933
Agrovets in Migori County,Ndati Agrovet,Agrochemicals supplier,Agrochemicals supplier,-1.0668948,34.4703811,0722 522338
Agrovets in Migori County,Farmgro Inputs Centre - Agrovet,Migori,Farm shop,-1.070698,34.475272,0716 136084
Agrovets in Migori County,Mkulima agro-vet,40416,Store,-1.2639669,34.6546172,0710 595262
Agrovets in Migori County,Mevin Agrovet,"Nyamondo,Next To Nyamondo Secondary School",Agrochemicals supplier,-0.9453681,34.6911693,0798 364179
